Epoch	Time(sec)	Loss_train	AUC_dev	AUC_test	Precision_test	Recall_test	Accuracy_test
33	829.9098919999087	141.59167	0.9020689655172414	0.8979498164014688	0.7790697674418605	0.881578947368421	0.8271604938271605
34	856.2087507999968	141.79665	0.9022222222222223	0.8962668298653611	0.7926829268292683	0.8552631578947368	0.8271604938271605
35	882.4677993999794	140.03577	0.9020689655172414	0.8976438188494492	0.788235294117647	0.881578947368421	0.8333333333333334
36	908.7364116999088	140.60925	0.9017624521072797	0.8976438188494492	0.7926829268292683	0.8552631578947368	0.8271604938271605
37	934.622595999972	136.21655	0.9013026819923372	0.89703182374541	0.7926829268292683	0.8552631578947368	0.8271604938271605
38	960.2815242999932	135.62955	0.8999233716475095	0.894889840881273	0.7926829268292683	0.8552631578947368	0.8271604938271605
39	986.5811736999312	135.12329	0.9000766283524905	0.8974908200734395	0.7926829268292683	0.8552631578947368	0.8271604938271605
40	1012.8536707999883	128.82964	0.9009961685823754	0.8988678090575276	0.7951807228915663	0.868421052631579	0.8333333333333334
41	1040.436644900008	127.46172	0.8999233716475096	0.8967258261933905	0.8024691358024691	0.8552631578947368	0.8333333333333334
42	1067.188494800008	127.30584	0.9009961685823755	0.8976438188494493	0.7926829268292683	0.8552631578947368	0.8271604938271605
43	1094.134380799951	126.251465	0.9006896551724138	0.8994798041615668	0.7764705882352941	0.868421052631579	0.8209876543209876
44	1120.88153829996	126.69272	0.9005363984674329	0.8979498164014688	0.7926829268292683	0.8552631578947368	0.8271604938271605
45	1147.9741524999263	124.93926	0.9006896551724138	0.8982558139534884	0.7926829268292683	0.8552631578947368	0.8271604938271605
46	1176.1290382998995	124.63333	0.9003831417624522	0.8979498164014689	0.8024691358024691	0.8552631578947368	0.8333333333333334
47	1204.1823459999869	123.865395	0.9005363984674329	0.8991738066095472	0.7951807228915663	0.868421052631579	0.8333333333333334
48	1230.8165722999256	122.39779	0.9002298850574713	0.8982558139534884	0.8024691358024691	0.8552631578947368	0.8333333333333334
49	1257.5624530999921	122.2822	0.8999233716475095	0.8977968176254592	0.8024691358024691	0.8552631578947368	0.8333333333333334
50	1285.5849378999555	118.581406	0.8993103448275862	0.8991738066095472	0.7951807228915663	0.868421052631579	0.8333333333333334
51	1312.2706859000027	118.98561	0.8999233716475095	0.8982558139534884	0.7926829268292683	0.8552631578947368	0.8271604938271605
52	1339.0328908999218	118.9274	0.8993103448275862	0.8991738066095472	0.7951807228915663	0.868421052631579	0.8333333333333334
53	1366.2657403999474	118.22501	0.899463601532567	0.8984088127294982	0.7926829268292683	0.8552631578947368	0.8271604938271605
54	1393.7224463999737	118.3504	0.8991570881226053	0.8982558139534884	0.7951807228915663	0.868421052631579	0.8333333333333334
55	1420.4012010999722	117.4603	0.8991570881226053	0.8977968176254589	0.7951807228915663	0.868421052631579	0.8333333333333334
56	1447.0946828000015	117.26813	0.899463601532567	0.8981028151774786	0.7951807228915663	0.868421052631579	0.8333333333333334
57	1474.3539685999276	116.48852	0.8991570881226054	0.8984088127294982	0.7951807228915663	0.868421052631579	0.8333333333333334
58	1503.2637248999672	116.35775	0.8993103448275861	0.8981028151774786	0.7951807228915663	0.868421052631579	0.8333333333333334
59	1530.0497097999323	115.92515	0.899463601532567	0.8985618115055081	0.7951807228915663	0.868421052631579	0.8333333333333334
60	1556.305076999939	114.85746	0.8993103448275861	0.8982558139534884	0.7951807228915663	0.868421052631579	0.8333333333333334
61	1583.0764130000025	114.585884	0.8993103448275861	0.8987148102815178	0.7951807228915663	0.868421052631579	0.8333333333333334
62	1610.6383754999842	114.285034	0.8990038314176245	0.8981028151774786	0.7926829268292683	0.8552631578947368	0.8271604938271605
63	1637.3467849999433	114.12995	0.8990038314176245	0.8982558139534884	0.7951807228915663	0.868421052631579	0.8333333333333334
64	1663.574739499949	114.00346	0.8988505747126436	0.8981028151774786	0.8024691358024691	0.8552631578947368	0.8333333333333334
65	1694.1543096000096	113.87486	0.8988505747126436	0.8981028151774787	0.7951807228915663	0.868421052631579	0.8333333333333334
66	1720.8385964999907	113.10922	0.8988505747126436	0.8976438188494492	0.8024691358024691	0.8552631578947368	0.8333333333333334
67	1747.5528194999788	113.7507	0.8990038314176245	0.8982558139534884	0.7951807228915663	0.868421052631579	0.8333333333333334
68	1774.1753406999633	113.401505	0.8990038314176245	0.897796817625459	0.7951807228915663	0.868421052631579	0.8333333333333334
69	1800.757516099955	113.008156	0.8991570881226054	0.8979498164014689	0.7951807228915663	0.868421052631579	0.8333333333333334
70	1827.752439099946	112.411446	0.8990038314176245	0.8981028151774786	0.7951807228915663	0.868421052631579	0.8333333333333334
71	1854.0313343999442	112.34238	0.8990038314176245	0.897796817625459	0.7951807228915663	0.868421052631579	0.8333333333333334
72	1880.0887907999568	112.22637	0.8988505747126436	0.8981028151774786	0.7951807228915663	0.868421052631579	0.8333333333333334
73	1906.8095208999002	112.15402	0.8990038314176245	0.8979498164014688	0.7951807228915663	0.868421052631579	0.8333333333333334
74	1933.4869146998972	112.03601	0.8988505747126436	0.8979498164014688	0.7951807228915663	0.868421052631579	0.8333333333333334
75	1960.3055482999189	111.99363	0.8986973180076627	0.897796817625459	0.7951807228915663	0.868421052631579	0.8333333333333334
76	1987.7948718999978	111.90565	0.8986973180076627	0.8981028151774786	0.7951807228915663	0.868421052631579	0.8333333333333334
77	2014.4113062999677	111.73519	0.8986973180076627	0.8976438188494492	0.7951807228915663	0.868421052631579	0.8333333333333334
78	2040.6386101999087	111.73932	0.8986973180076627	0.8976438188494492	0.7951807228915663	0.868421052631579	0.8333333333333334
79	2067.203116699937	111.4355	0.8990038314176245	0.8974908200734394	0.7951807228915663	0.868421052631579	0.8333333333333334
80	2095.4158345999895	111.2766	0.8986973180076627	0.8976438188494493	0.7951807228915663	0.868421052631579	0.8333333333333334
81	2122.3386903000064	111.20849	0.8986973180076627	0.8977968176254589	0.7951807228915663	0.868421052631579	0.8333333333333334
82	2148.605720599997	111.08304	0.8988505747126436	0.8977968176254589	0.7951807228915663	0.868421052631579	0.8333333333333334
83	2174.7896785999183	111.08825	0.8988505747126436	0.8979498164014688	0.7951807228915663	0.868421052631579	0.8333333333333334
84	2201.8842753999634	111.00011	0.8988505747126436	0.8979498164014688	0.7951807228915663	0.868421052631579	0.8333333333333334
85	2229.329365399899	110.94596	0.8988505747126436	0.8981028151774786	0.7951807228915663	0.868421052631579	0.8333333333333334
86	2256.0807679999853	110.95896	0.8988505747126436	0.8979498164014688	0.7951807228915663	0.868421052631579	0.8333333333333334
87	2282.592553799972	110.895676	0.8988505747126436	0.8979498164014688	0.7951807228915663	0.868421052631579	0.8333333333333334
88	2309.512498599943	110.84048	0.8988505747126436	0.8981028151774786	0.7951807228915663	0.868421052631579	0.8333333333333334
89	2337.2457462999737	110.79328	0.8988505747126436	0.8981028151774786	0.7951807228915663	0.868421052631579	0.8333333333333334
90	2365.593636299949	110.583374	0.8986973180076628	0.8981028151774786	0.7951807228915663	0.868421052631579	0.8333333333333334
91	2392.007309999899	110.55187	0.8988505747126436	0.8981028151774786	0.7951807228915663	0.868421052631579	0.8333333333333334
92	2418.7233484999742	110.523926	0.8986973180076628	0.8981028151774786	0.7951807228915663	0.868421052631579	0.8333333333333334
93	2446.4036899999483	110.50322	0.8986973180076628	0.8981028151774786	0.7951807228915663	0.868421052631579	0.8333333333333334
94	2473.080367299961	110.478226	0.8985440613026819	0.8981028151774786	0.7951807228915663	0.868421052631579	0.8333333333333334
95	2499.7064541999716	110.461624	0.8985440613026819	0.897796817625459	0.7951807228915663	0.868421052631579	0.8333333333333334
96	2527.5381093999604	110.42701	0.8985440613026819	0.897796817625459	0.7951807228915663	0.868421052631579	0.8333333333333334
97	2554.442197499913	110.401054	0.8985440613026819	0.897796817625459	0.7951807228915663	0.868421052631579	0.8333333333333334
98	2585.634250800009	110.39668	0.8985440613026819	0.897796817625459	0.7951807228915663	0.868421052631579	0.8333333333333334
99	2612.3280336000025	110.35727	0.8985440613026819	0.897796817625459	0.7951807228915663	0.868421052631579	0.8333333333333334
